"","GupDM_A_11","GupDM_A_15","GupDM_A1","GupDM_A10","GupDM_A12","GupDM_A13","GupDM_A14","GupDM_A2","GupDM_A3","GupDM_A4","GupDM_A5","GupDM_A6","GupDM_A7","GupDM_A8","GupDM_A9","GupDM_HAG","GupDM_HAH","GupDM_HAI","GupDM_HAJ","GupDM_HAK","GupDM_HAL","GupDM_HAM","GupDM_HAN","GupDM_HAO","GupDM_HAP","GupDM_HAR","GupDM_HAT","GupDM_HBR","GupDM_HCL","GupDM_HCM","GupDM_HCN","GupDM_HCO","GupDM_HCP","GupDM_HCQ","GupDM_HCR","GupDM_HCS","GupDM_HCT","GupDM_HCU","GupDM_HCV","GupDM_HCY","GupDM_HDB","GupDM_HDF","GupDM_HP","GupDM_HR","GupDM_HS","GupDM_JA","GupDM_JB","GupDM_JC","GupDM_JD","GupDM_JE","GupDM_JG","GupDM_JH","GupDM_JI","GupDM_JJ","GupDM_JK","GupDM_JL","GupDM_JM","GupDM_JN","GupDM_JO","GupDM_JP"
"1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis",0.0004937728,0.000378933239,0.000467104319,0.000469474727,0.000510215451,0.000497416332,0.00062995786,0.00109262666,0.00070687211,0.00078378654,0.00074654851,0.00072970005,0.000557775018,0.000386585384,0.00064493789,0.00055778585,0.0003206653,0.00070997938,0.0007513212,0.00066886696,0.00062784082,0.000479253636,0.00080627306,0.000610452986,0.000498826832,0.0005800144,0.0005343043,0.00051402406,0.0007732854,0.0004602293,0.000520696365,0.0005271551,0.00045291412,0.00068313832,0.0008212537,0.00072650127,0.00049994844,0.0007831538,0.0005122469,0.00017538952,0.00053515415,0.0007060913,0.00079198905,0.00048974547,0.00080825943,0.0007845409,0.00082680675,0.00072309493,0.00065886354,0.00085945915,0.000608793446,0.000764502459,0.00076228644,0.000703623729,0.00083226428,0.00087893344,0.0007430501,0.000707836551,0.00076971738,0.00067631575
"3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation",1.235293e-05,7.77078e-07,3.9224061e-05,3.2396839e-05,8.4260196e-05,5.2937106e-05,0,0,0,0,0,0,9.10913e-05,0,4.92462e-05,0,0,0,0,0,1.037004e-05,3.29371e-05,0,3.6838e-06,7.806055e-06,0,1.992685e-05,0,0,2.23382e-05,0,0,1.002025e-05,0,1.202895e-05,4.73617e-06,3.669226e-05,3.715455e-05,0,2.34467e-05,0,0,0,3.54127e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AEROBACTINSYN-PWY: aerobactin biosynthesis",0,0.0001107399,2.8830291e-05,0,0,1.0325204e-05,0,0,0,0,7.02176e-06,0,0,0.0001352339,0,0,0,0,0,0,0,1.0011661e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6392716e-05,0,0,1.320812e-05,0,0,0,0,0,0,0,0,2.0738e-05,0,0,0,2.14282e-05,1.723983e-05,0,0,4.70095e-06,0,8.30616e-06,0
"ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast",1.36113e-05,0,1.1061102e-05,4.133798e-06,7.434791e-06,1.8390008e-05,1.05387e-05,0,0,3.54523e-06,8.00644e-06,0,1.2273947e-05,0,0,0,0,0,0,0,5.34146e-06,9.73052e-06,0,0,0,0,0,0,0,2.38739e-06,0,0,0,0,0,0,0,1.425303e-05,0,0,0,0,0,0,0,0,0,0,0,4.70654e-06,8.14919e-06,0,7.78274e-06,7.74651e-06,0,0,0,3.60362e-06,1.10816e-05,6.30898e-06
"ANAEROFRUCAT-PWY: homolactic fermentation",0.0003232481,0.00043898044,0.00035993122,0.000354422076,0.000415657455,0.000405829655,0.00021661,0.0002787876,0.0003499618,0.0002862233,0.00031468844,0.0001734143,0.00035745021,0.00046586514,0.00032141042,0.000113029,0.0001772718,0.0001814546,0.000262699,0.0002319579,0.00030145555,0.0002570821,0.0003764919,0.0001982806,0.0002418658,3.35645e-05,0.000173189,0.0002770521,0.000186249,0.00023224619,0.000217708,7.88637e-05,0.0002082496,0.0003632906,0.0002389991,0.000294324,0.0003754543,0.00030077948,0.00012091192,0.000149684,0.0003286058,0.0001000946,0.0002297899,4.516225e-05,0.000334305,0.0003386673,0.0002267041,0.0002293664,0.0002121112,0.0002580099,0.0003285359,0.000184013,0.0002607079,0.0002214806,0.0002078615,0.000333686,0.0001875984,0.0001904432,0.0002555986,0.0002520136
"ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)",0.00045896542,0.000593363606,0.000460817665,0.000451707483,0.00053933791,0.000584862789,0.00033468572,0.000447206,0.00048219551,0.00044990548,0.00037238785,0.00033070868,0.00047979399,0.000618105261,0.00050261707,0.0001556973,0.0002126907,0.0002007483,0.0003940583,0.0002827952,0.000424216102,0.000433503269,0.000527029673,0.000263819209,0.0004260363,0.0001258538,0.0002223319,0.00031027506,0.0003477996,0.0003193964,0.000257090055,8.59245e-05,0.00032045987,0.00043178149,0.00040539469,0.000385733,0.00040219039,0.0003530898,0.00014038682,0.00020692216,0.0003717791,0.0004217669,0.0003214482,0.00011481619,0.00045379777,0.000487147,0.00036408604,0.00040149155,0.00040369491,0.0004202378,0.0005070322,0.00030763724,0.00039691988,0.00038330376,0.00034002981,0.00046635826,0.00036320109,0.00034447434,0.00039669455,0.000418630629
"ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",0.0001953084,0.00050786277,0.0003165357567,0.000361752125,0.000414644708,0.000265102831,0.0001358825,5.50816e-05,0,1.11093e-05,0.0002027425,0,0.000383529455,0.000532301656,0.00036107067,3.845671e-05,5.91244e-05,0,6.22773e-05,8.57416e-05,0.00012787577,0.000165925456,8.23943e-05,7.671615e-05,7.39853e-05,8.60156e-06,0.00011611211,3.97032e-05,1.53379e-05,0.0001230832,8.48218e-05,0,9.831877e-05,0.0001142351,0.0001385039,5.86627e-05,0.0003564834,0.0003304986,1.708402e-05,8.93216e-05,3.47641e-05,7.082891e-05,3.61481e-05,6.651656e-05,0.0001033577,0,8.60677e-05,7.091157e-05,0.0001314188,7.49817e-05,0.0002192158,7.02371e-05,0.0001241986,0.0001297785,4.87428e-05,8.76313e-05,8.350908e-05,6.703389e-05,0.0001369461,0.0001698566
"ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",0.0001592157,0.000258187772,0.0001572257282,0.000159385492,0.000310556895,0.000156487674,3.687464e-05,0,0,0,0,0,0.00021558859,0.000269873525,0.000132178006,0,0,0,0,0,3.111464e-05,6.434043e-05,7.11503e-06,1.170662e-05,0,0,5.636181e-05,0,0,3.90496e-05,0,0,3.043884e-05,6.50776e-06,1.7766145e-05,8.80039e-06,9.31115e-05,0.0001464742,0,4.735228e-05,0,3.88117e-06,0,0,0,0,0,1.17925e-05,1.62579e-05,0,9.295856e-05,0,1.174404e-05,2.77559e-05,6.59086e-06,0,7.71803e-06,9.93553e-06,1.245674e-05,3.909331e-05
"ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis",0.000129892976,0.000417790217,0.0002777874371,0.000252321673,0.0002181773,0.000145553563,0.000371175172,6.570426e-05,0.00042102808,4.9336062e-05,3.349573e-05,0.00028201253,0.000155744191,0.00040984442,0.00056100631,2.568005e-05,1.43302e-05,1.4225473e-05,0.000550270771,6.63914e-06,4.42796e-05,8.2509723e-05,0.00049738192,5.9433e-05,3.7525528e-05,0,5.552334e-05,5.721726e-05,0,2.706554e-05,6.3819783e-05,7.81709e-06,0.00017690008,0.000382849949,4.94183e-05,1.108486e-05,4.9041766e-05,8.0339406e-05,9.3478e-06,8.869922e-05,8.395595e-05,0.000533332919,7.47328e-06,0.00023226202,3.1335485e-05,3.733979e-05,0.0002450099,0.00026043453,0.000216405522,9.870469e-05,8.522562e-05,0.00041772559,0.000214051882,0.000144068192,0.000273306294,3.243922e-05,0.00031342842,0.000301031711,0.000249035772,0.000105355376
"ARGORNPROST-PWY: arginine, ornithine and proline interconversion",2.69316e-05,1.13062e-05,1.29451e-05,9.26002e-06,0,0,0,0,0,9.37189e-06,1.59063e-05,0,0,1.10056e-05,0,0,0,0,0,0,1.88158e-05,5.71706e-06,0,8.45684e-06,7.29265e-06,0,0,0,0,0,2.02031e-05,0,0,1.436571e-05,0,2.88481e-05,0,0,0,0,0,9.6136e-06,0,0,0,0,0,5.71499e-05,5.43646e-05,2.34245e-05,1.32878e-05,0,3.84404e-05,5.69744e-05,0,0,3.48951e-05,2.096503e-05,3.36488e-05,0
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.0002588362,0.000652872714,0.000454938792,0.00052512818,0.000516160951,0.00052312527,0.00017163937,0.000314351,0.0004384614,0.0007658783,0.00043040482,0.0004111966,0.000525976082,0.000657516572,0.0004764355,0.00016965911,0.0002869585,0.00027357608,0.000326772,0.00038046655,0.00040393365,0.000392200018,0.000465500733,0.00023430363,0.00020869602,3.60513e-05,0.00019763572,0.00047168776,0.00013849785,0.00037524148,0.00044302107,0.0003951585,0.00036615163,0.00051607606,0.00082970608,0.00045063763,0.000759854796,0.000466740645,0.0003842016,0.00016496738,0.00040808483,0.00019461794,0.00033926197,0.0002271926,0.0004194042,0.00057919821,0.000297018,0.0001911705,0.000229345,0.0002371388,0.00043773274,0.00010874832,0.00028637328,0.00019605428,0.00015684016,0.00058762527,0.00015087015,0.00013412298,0.00027994962,0.000346242467
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.0002502161,0.000681023992,0.000444371622,0.000501037077,0.000550305199,0.000500938818,0.000171663507,0.00031984211,0.00038425655,0.0008926901,0.00040910303,0.0004050832,0.00050989203,0.000695420942,0.00042077092,0.00016726424,0.00027466348,0.00023485942,0.00032533484,0.00036242294,0.00035645788,0.000386254936,0.000445428443,0.000219889018,0.00018603138,3.27126e-05,0.00018902691,0.00045249922,0.00011880097,0.00035883571,0.00044261089,0.00032340446,0.00039607547,0.0005050752,0.00083798809,0.0004258571,0.00058427917,0.0003986051,0.00032715126,0.0001707629,0.00038375611,0.00018655419,0.00035155807,0.00021766695,0.00035018427,0.00058582429,0.000284736,0.0001837371,0.00024038,0.000246542,0.00044650683,9.663883e-05,0.00027890632,0.00020813398,0.00015581593,0.00062500491,0.00014350455,0.00012550208,0.00027858134,0.00038123243
"ARO-PWY: chorismate biosynthesis I",0.00034778128,0.00046915128,0.000425430749,0.000454593281,0.000639499719,0.000516134842,0.00038099268,0.000317741,0.00052235192,0.00065309395,0.00059311621,0.0004579191,0.000621906972,0.00046713648,0.0006712686,0.00038416,0.0003518131,0.00078456294,0.00058900529,0.00059869483,0.00060142264,0.000334633917,0.00069302389,0.000453451,0.000413387089,0.000126456,0.00049030544,0.00054372061,0.0005709118,0.00037639272,0.00047793543,0.0005119048,0.00034503,0.00057342078,0.00072711789,0.00074816917,0.00231789414,0.00051346476,0.00053079306,0.0001933178,0.00052718449,0.0003241776,0.00052360984,0.00023367073,0.0007232409,0.00045660904,0.00040581,0.00033270335,0.00033763313,0.000378775,0.00045648219,0.00034930399,0.00038060909,0.00035019835,0.00038605187,0.00051908646,0.00036517236,0.00035116093,0.0003904593,0.00047106609
"ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis",0.000369138273,0.00085677048,0.0005467734059,0.000516890383,0.000567108023,0.000504936162,0.00048277434,0.00025501048,0.000385075165,0.00019103847,0.00030148646,0.00029360807,0.00056471766,0.000880607824,0.00043961382,0.00096190736,0.0008349767,0.00092315538,0.00054423643,0.0007533746,0.000481591,0.000318785255,0.00044919169,0.000503025352,0.001000393864,0.001440142,0.0008381562,0.00047547764,0.0012423584,0.00085563365,0.000338716462,0.0008879059,0.000247734573,0.00040173115,0.00040313613,0.00083198082,0.000148804431,0.000448101953,0.0008954204,0.000272483187,0.00048789412,0.00035395707,0.0007915175,0.00098991416,0.000760455042,0.00023972618,0.00059913371,0.00038129625,0.000308309849,0.00039594357,0.00029966093,0.000439152789,0.000465899865,0.000329987083,0.00044619276,0.00029355347,0.000403022941,0.000396089971,0.000510468944,0.000355748252
"AST-PWY: L-arginine degradation II (AST pathway)",7.19972e-05,0.00020418644,0.0001202252328,0.000133661226,0.000269596464,0.000121738853,2.170357e-05,4.35415e-06,0,0,0,0,0.000169132673,0.0002059431,0.00011632949,0,0,0,0,9.09863e-06,2.18073e-05,2.518651e-05,0,8.649965e-06,6.84951e-06,0,3.47451e-05,6.20568e-06,0,1.303088e-05,0,0,2.110976e-05,0,7.77242e-06,5.16614e-06,6.492385e-05,0.0001121715,0,2.83302e-05,0,0,0,3.88362e-06,8.83584e-07,0,0,0,8.68034e-06,0,2.769475e-05,2.39736e-06,1.460042e-05,1.744862e-05,2.81796e-06,0,6.62261e-06,6.49045e-06,7.0001e-06,2.70095e-05
"BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I",0.00023484859,0.0004009623,0.000339066177,0.000352255401,0.000410864281,0.000299302818,0.0002994539,4.356137e-05,0.000126947,3.604455e-05,6.22091e-05,0,0.00030094575,0.000433738001,0.00030061214,1.67477e-05,2.7385e-05,0,6.33371e-05,3.318135e-05,6.951192e-05,0.00010785993,0.0001622893,0.0001099256,4.466673e-05,0,8.265939e-05,4.62353e-05,0,7.873414e-05,4.22382e-05,0,9.27859e-05,0.000126984,8.843102e-05,3.19143e-05,0.000109561,0.00022083741,0,0.0001138433,4.26461e-05,2.820617e-05,0,4.448232e-05,3.5051e-05,1.78001e-05,7.98909e-05,0.00016045344,0.0001472838,4.76854e-05,0.0001423733,0.00020177287,0.00017940733,0.0001510327,0.000139515,4.11325e-05,0.0001891022,0.0001637478,0.0001539977,0.00014508384
"BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis",0.000393898116,0.000933237159,0.000642184274,0.000704904916,0.000629632563,0.000702058383,0.00047537672,0.00020339003,0.00067371187,0.00071975684,0.000456059529,0.00056663446,0.000673942041,0.000955063235,0.00081185806,0.00126202715,0.0012803035,0.001450739301,0.000773804738,0.001109509129,0.000883219288,0.000424448713,0.000843476039,0.000656392334,0.00126318531,0.0017584156,0.00112389565,0.00092356598,0.0020989512,0.00120560996,0.00065278894,0.001250167,0.000337041331,0.00083082247,0.00051506024,0.0012031976,0.002992229387,0.000653946485,0.00111105637,0.000337870354,0.0009342991,0.00064591889,0.00125567652,0.001177130336,0.00133694133,0.00077351357,0.000768815513,0.000421125674,0.000331525969,0.00039605769,0.00044944909,0.00043307884,0.000593376187,0.00032863875,0.000427520132,0.00079419158,0.000434401811,0.00040589052,0.00061264063,0.000424669372
"CALVIN-PWY: Calvin-Benson-Bassham cycle",0.00069496098,0.0007590016,0.000576481402,0.000657635918,0.000731664304,0.000648652841,0.000320491884,0.00042889244,0.0002690607,0.00043120712,0.0003678947,0.0002518354,0.000659523888,0.00071118627,0.00062852635,0.0002326598,0.0004157692,0.0005018775,0.00043302786,0.00054901547,0.00062763066,0.000377063508,0.00052658583,0.000394356461,0.00038841615,9.04319e-05,0.00047465387,0.00034074035,0.000432859,0.00046443277,0.000376986349,0.0002671907,0.00025463542,0.00036176702,0.00040768771,0.00048476296,0.0008315444,0.0005386844,0.0002801606,0.00024994005,0.00033352203,0.00013712759,0.00049860067,0.00045513256,0.00063701645,0.0003895547,0.00025463555,0.00032708795,0.00037455398,0.000395489976,0.0005385178,0.00020338731,0.00036618359,0.00035636964,0.00031174145,0.0003797041,0.000282758233,0.00028143805,0.00035544346,0.0004134056
"CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate",0,0,6.9330302e-06,6.1471e-06,0.000115596554,3.4786547e-05,0,0,0,0,0,0,3.714023e-05,0,2.239558e-05,0,0,0,0,6.21405e-06,0,0,0,4.15869e-06,3.48858e-06,0,0,0,5.5564e-06,0,0,0,0,0,0,0,2.543805e-05,3.860869e-05,0,0,0,0,0,6.52973e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CENTFERM-PWY: pyruvate fermentation to butanoate",9.06888e-06,6.23316e-06,2.47291e-05,3.22002e-05,0,3.45047e-05,2.262348e-05,0,1.48666e-05,1.24289e-05,0,1.42346e-05,8.17041e-06,7.03843e-06,0,0,0,0,0,3.75122e-05,2.57211e-05,0,0,0,0,0,0,0,0,1.47037e-05,1.720452e-05,0,1.76237e-05,5.46973e-06,0,4.677641e-05,8.57545e-06,0,0,0,0,0,0,0,1.56165e-05,0,0,4.050136e-05,4.26217e-05,0,4.01058e-05,0,3.880145e-05,4.08464e-05,1.289918e-05,0,2.612283e-05,2.94178e-05,2.104352e-05,2.74636e-05
"CITRULBIO-PWY: L-citrulline biosynthesis",0.0001330472,0.000443563958,0.000274380333,0.000267366076,0.00019325796,0.000261562514,0.0001442871,7.33175e-05,0.0003168762,1.91867e-05,2.76631e-05,0.000181301,0.000195612726,0.000439520404,0.00028341465,2.71509e-05,0,1.9363e-05,0.000195055,9.96614e-06,5.810264e-05,9.017759e-05,0.000217534,3.4173468e-05,2.090403e-05,0,6.365816e-05,9.77661e-05,0,3.220068e-05,4.365033e-05,1.136926e-05,0.00021275362,0.00022033853,3.286909e-05,1.566405e-05,5.11934e-05,0.00010395606,0,7.859083e-05,0.0001246,0.00011935349,1.062535e-05,0.000132466,4.12516e-05,3.60801e-05,0.000146936,0.00020611299,0.0001776684,0.00014556,0.00011401625,0.00011104186,0.00018469392,0.00011699841,0.00017584976,3.4054e-05,0.00018201924,0.00015673431,0.00019664923,0.0001133296
"COA-PWY-1: coenzyme A biosynthesis II (mammalian)",0.00056876842,0.000413083155,0.0004659023035,0.000453239714,0.000473112661,0.000435050955,0.000633186652,0.00118222972,0.00071290773,0.00093178026,0.00096259368,0.00090641043,0.000633594144,0.000425810123,0.00091023085,0.00059876953,0.00049935636,0.000872633205,0.00088749562,0.00080205088,0.00067228124,0.000559309585,0.000988927861,0.00070241181,0.00046946439,0.0009277777,0.00062583945,0.00064370437,0.00098158808,0.00069342468,0.000607607057,0.00086264243,0.000659219262,0.000972135013,0.00087929573,0.00090254321,0.00137510803,0.000609723365,0.00090102249,0.00020520964,0.0006985172,0.00073989946,0.00082556117,0.000408676473,0.000913458969,0.00113565474,0.00077259408,0.00069663725,0.000651702113,0.00070323197,0.00069367998,0.00076566754,0.000728376558,0.000670214605,0.000793104822,0.00104867209,0.00070946385,0.000634334141,0.00073508697,0.00071761463
"COA-PWY: coenzyme A biosynthesis I",0.000541491141,0.000349397688,0.0004136063274,0.000436005775,0.000396661665,0.000368370523,0.000584176219,0.00016787592,0.00054296663,0.00075016953,0.00057564704,0.00075029865,0.000563996557,0.000358957644,0.00079682499,0.00059106879,0.00050865414,0.000965030021,0.00074946312,0.00079446598,0.000677795622,0.000305848113,0.000810823557,0.000724119204,0.00038924669,0.0009657594,0.00061532135,0.00063792547,0.00102027705,0.00054579887,0.00047562274,0.00085720239,0.000412604164,0.000931665895,0.00047791338,0.00084549246,0.0012268618,0.000655392007,0.00090833051,0.000223027577,0.00061236057,0.00063637501,0.00081869431,0.000397579446,0.000850586412,0.00023433478,0.000736485155,0.000639022352,0.000576311905,0.00060181965,0.00031864131,0.00071830452,0.000658430625,0.00051141047,0.00066090168,0.00023903157,0.000672080784,0.000626445081,0.000684523542,0.000420508966
"COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I",0.00024300112,0.00034853441,0.000275837972,0.000250581103,0.000262276693,0.000197344798,0.0001102448,6.825e-05,1.89476e-05,0.0001394112,5.438409e-05,0.00011406573,0.0002002675,0.00035819383,0.00015438788,3.59459e-05,5.814e-05,2.485399e-05,0.00018306228,6.534127e-05,5.9084366e-05,0.00010135637,0.00020166288,5.8116409e-05,6.550639e-05,5.28845e-06,6.076884e-05,6.779831e-05,9.63171e-06,9.222543e-05,9.551739e-05,0.0001156267,7.046566e-05,0.00028891775,0.00010277655,0,0.0001087425,0.00017840809,9.27851e-05,8.92327e-05,5.124481e-05,0.00022318336,2.33773e-05,2.961737e-05,2.37938e-05,4.076672e-05,3.611105e-05,7.925195e-05,9.53474e-05,2.647705e-05,0.00010325851,5.51568e-05,7.521155e-05,9.90895e-05,3.0665013e-05,3.42858e-05,5.69317e-05,5.302319e-05,8.938816e-05,8.425145e-05
"CODH-PWY: reductive acetyl coenzyme A pathway",0,0,0,0,0,0,0,0,0,0,0,0,0,1.43278e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COLANSYN-PWY: colanic acid building blocks biosynthesis",0.0002729328,0.00033339004,0.000253034727,0.000230671404,0.00016457276,0.00021719784,0.0001235732,3.35173e-05,8.91148e-05,3.233683e-05,3.67059e-05,8.328119e-05,0.00023229579,0.00034928714,0.00017225172,1.547352e-05,2.600998e-05,9.50363e-06,0.000132577,5.61389e-05,5.7901892e-05,8.389386e-05,0.000211462,5.622438e-05,3.927576e-05,0,7.435717e-05,6.19748e-05,6.40764e-06,5.65676e-05,6.903669e-05,1.791931e-05,7.4899e-05,0.0001265219,8.52961e-05,1.19565e-05,8.61513e-05,8.777785e-05,0,7.399215e-05,6.48029e-05,8.71172e-05,5.51086e-05,2.584963e-05,2.661456e-05,2.39699e-05,5.89602e-05,0.00011296494,0.0001084029,2.174851e-05,0.0001143545,7.23114e-05,9.877905e-05,7.963099e-05,6.93652e-05,4.883564e-05,0.00012113058,0.00010861222,0.00010870991,8.07475e-05
"COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis",0.00034059102,0.00048501293,0.000413454738,0.00043958792,0.000634865621,0.00049354574,0.00037602186,0.0002456138,0.00050435579,0.00062523996,0.0005207015,0.000428678,0.000612754078,0.0004777422,0.00066902294,0.000408132,0.0003750841,0.00081159608,0.00058539228,0.00060432725,0.00059725596,0.000324269551,0.00070273565,0.00045959167,0.000438492357,0.000140909,0.00049490383,0.00055063432,0.0005972916,0.0003890059,0.00041479397,0.000524104,0.0003238419,0.00057138525,0.00071050082,0.0007146061,0.00242176125,0.00051633136,0.00054944758,0.0001811799,0.00053961263,0.0003075604,0.00054116381,0.00024579345,0.0007386747,0.00041261136,0.000405257,0.00031649419,0.0003007127,0.0003663322,0.00040098019,0.0003483497,0.00036855268,0.0002978142,0.00037734061,0.00045959625,0.00035240058,0.00033624835,0.0003830576,0.00042333885
"CRNFORCAT-PWY: creatinine degradation I",0,0,2.0090341e-06,3.462531e-06,4.0849914e-05,3.688711e-06,0,0,0,0,0,0,2.172646e-05,0,1.02356e-05,0,0,0,0,0,2.04092e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAPLYSINESYN-PWY: L-lysine biosynthesis I",0.0001966738,0.00043398509,0.000335558222,0.000372281274,0.000409826627,0.000327842982,0.00018491946,3.64466e-05,3.88274e-05,1.720346e-05,9.825529e-05,0,0.000309050359,0.00045777153,0.0003050661,4.93912e-05,2.392578e-05,2.766892e-05,0,0.0001598441,0.00025023759,0.00017035353,0.000131713042,5.9197559e-05,6.325385e-05,0,0.0001278776,0.00014206296,0,0.00011401737,6.168135e-05,1.75016e-05,0.00012814012,0.00022283258,5.916452e-05,2.32502e-05,0.00023662986,0.000247501625,1.647691e-05,0.00010086201,0.00013070639,2.80445e-05,5.9919e-05,2.102484e-05,0.00030134,0,2.30014e-05,7.13858e-05,0.00010207894,7.75618e-05,0.00022905804,3.305598e-05,0.0001130777,8.54919e-05,5.75699e-05,0,4.07902e-05,5.230352e-05,9.49059e-05,0.00019915617
"DENITRIFICATION-PWY: nitrate reduction I (denitrification)",0,0,1.09625e-06,5.39886e-06,1.23775e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00906e-06,0,4.25137e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II",0.0003160353,0.00026166384,0.000322319288,0.000380137978,0.00038716163,0.00029832812,0.00028280594,0.000243848,0.000365827,0.0002817942,0.000428386,0.0001634,0.0003705402,0.000306595766,0.0003309107,9.61607e-05,0.0001076088,0.0001735923,0.00031014299,0.0002623929,0.00029263106,0.0002799843,0.0003184726,0.00021036117,0.0002172291,7.95385e-05,0.0001500677,0.00025579,0.0002169825,0.000168263,0.0002567764,0.0002678464,0.0002349316,0.0002391544,0.0002652109,0.0002580462,0.00024252,0.0003573681,0.0002759289,0.0001204133,0.0002813,0.0002938086,0.0002875554,0.000153052,0.0003264658,0.0003312692,0.0002984901,0.0003156288,0.0002945739,0.0003381369,0.0002882299,0.0002232464,0.00032878135,0.000280154,0.0002933518,0.0003812627,0.0002746887,0.0002640065,0.000352221,0.0003465886
"DHGLUCONATE-PYR-CAT-PWY: glucose degradation (oxidative)",0,0,1.36074e-06,3.38869e-06,0,5.60495e-06,0,0,0,0,0,0,0,5.98112e-07,2.153266e-05,0,0,0,0,0,0,0,0,5.61273e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I",0.000566439807,0.000521179347,0.000548017807,0.000378299653,0.000387394002,0.000522169147,0.000760899899,0.00113161487,0.00082077892,0.00109431623,0.00089131521,0.001024679968,0.000618335331,0.000543455758,0.000856404,0.00219747268,0.001805381777,0.001810626201,0.00126485208,0.00199851255,0.00118962126,0.000680837795,0.001253993269,0.00184597001,0.001805255181,0.0034951757,0.0016105895,0.00101721124,0.00406381907,0.00154830717,0.000904017788,0.00125157603,0.00079000102,0.00098767808,0.00135840743,0.0020554364,0.00084242029,0.00051530016,0.0012019191,0.00050455208,0.00108065339,0.00117258361,0.001737329283,0.00191957315,0.001736979705,0.00132345565,0.00135115558,0.001171205993,0.000908926213,0.00096247732,0.000721714441,0.000915257008,0.001134381257,0.00081329991,0.000914266215,0.001357543121,0.001071469661,0.000999430485,0.00114705533,0.000791827768
"ECASYN-PWY: enterobacterial common antigen biosynthesis",3.24897e-05,7.56527e-05,9.3712229e-05,0.000121618932,0.000151346351,0.00018981085,3.534903e-05,0,0,0,0,0,0.0001360336,8.07533e-05,9.677276e-05,0,0,0,0,5.63298e-06,1.125857e-05,2.5290238e-05,0,1.4061838e-05,1.418006e-05,0,2.049673e-05,0,0,1.61344e-05,0,0,1.505088e-05,0,9.62545e-06,9.60499e-06,5.835564e-05,7.4271e-05,0,1.296791e-05,0,0,0,1.567558e-05,0,0,0,2.4513e-06,1.488677e-05,0,2.50706e-05,0,1.02509e-05,1.303391e-05,0,0,5.12702e-06,3.06529e-06,9.55116e-06,8.4249e-06
"ENTBACSYN-PWY: enterobactin biosynthesis",0.0001256988,0.00041531062,0.000250252504,0.000299281186,0.000227321211,0.000215265906,6.20168e-05,0,0,0,0,0,0.00023698848,0.0004127246,0.0001708537,0,0,0,0,0,3.587705e-05,0.00010650205,0,3.166793e-05,0,0,5.99818e-05,0,0,4.643123e-05,0,0,5.82744e-05,0,4.27721e-05,0,0.0001275274,0.0002299607,0,4.81715e-05,0,0,0,0,0,0,0,1.04032e-05,5.555997e-05,0,0.0001016814,0,5.695951e-05,5.50675e-05,0,0,1.06157e-05,0,7.82324e-05,9.27623e-05
